Entry	Entry Name	Gene Names	Protein names	Length
P39971	YEI6_YEAST	YEL076C	Uncharacterized protein YEL076C	216
P39972	YEI5_YEAST	YEL075C	Uncharacterized protein YEL075C	122
P39973	YEI4_YEAST	YEL074W	Putative UPF0320 protein YEL074W	112
P39974	YEI3_YEAST	YEL073C	Uncharacterized protein YEL073C	107
P39977	YEH8_YEAST	YEL068C	Uncharacterized protein YEL068C	110
P39978	YEH7_YEAST	YEL067C	Uncharacterized protein YEL067C	195
P39989	YEC8_YEAST	YEL028W	Uncharacterized protein YEL028W	153
P39992	YEC3_YEAST	YEL023C	Uncharacterized protein YEL023C	682
P39999	YEB4_YEAST	YEL014C	Uncharacterized protein YEL014C	101
P40000	YEB0_YEAST	YEL010W	Putative uncharacterized protein YEL010W	116
P40001	YEA8_YEAST	YEL008W	Uncharacterized protein YEL008W	126
P40058	YER5_YEAST	YER085C	Uncharacterized protein YER085C	173
P40062	YES7_YEAST	YER097W	Putative uncharacterized protein YER097W	109
P40082	YEW5_YEAST	YER135C	Uncharacterized protein YER135C	130
P40083	YEW7_YEAST	YER137C	Uncharacterized protein YEL137C	148
P40101	YE16_YEAST	YER186C	Uncharacterized protein YER186C	306
P40102	YE17_YEAST	YER187W	Uncharacterized protein YER187W	141
P40103	YE18_YEAST	YER188W	Uncharacterized protein YER188W	239
P40104	YE19_YEAST	YER189W	Uncharacterized protein YER189W	122
P40162	YNU5_YEAST	YNL205C N1350	Putative uncharacterized protein YNL205C	140
P40163	YNU3_YEAST	YNL203C N1358	Putative uncharacterized protein YNL203C	203
P40166	YNT8_YEAST	YNL198C N1378	Uncharacterized protein YNL198C, mitochondrial	100
P40211	YM21_YEAST	YMR141C YM9375.10C	Uncharacterized protein YMR141C	102
P40323	YP073_YEAST	YPL073C	Uncharacterized protein YPL073C	161
P40365	YJG7_YEAST	YJL067W HRA116 J1107	Putative uncharacterized protein YJL067W	116
P40448	YIQ3_YEAST	YIL163C	Uncharacterized protein YIL163C	117
P40455	YIP2_YEAST	YIL152W	Uncharacterized protein YIL152W	235
P40461	YIO1_YEAST	YIL141W	Putative uncharacterized protein YIL141W	129
P40488	YIK2_YEAST	YIL102C	Uncharacterized protein YIL102C	101
P40490	YIK0_YEAST	YIL100W	Putative uncharacterized protein YIL100W	117
P40503	YII6_YEAST	YIL086C	Uncharacterized protein YIL086C	102
P40519	YIG0_YEAST	YIL060W	Uncharacterized protein YIL060W	144
P40523	YIF5_YEAST	YIL055C	Uncharacterized protein YIL055C	627
P40536	YID2_YEAST	YIL032C	Putative uncharacterized protein YIL032C	118
P40538	YIC9_YEAST	YIL029C	Uncharacterized protein YIL029C	142
P40539	YIC8_YEAST	YIL028W	Putative uncharacterized protein YIL028W	132
P40542	YIC5_YEAST	YIL025C	Putative uncharacterized protein YIL025C	124
P40551	YIB2_YEAST	YIL012W	Uncharacterized protein YIL012W	113
P40572	YIT6_YEAST	YIR016W	Uncharacterized protein YIR016W	265
P40575	YIU0_YEAST	YIR020C	Uncharacterized protein YIR020C	100
P40584	YIW0_YEAST	YIR040C	Putative UPF0377 protein YIR040C	110
P40586	YIW2_YEAST	YIR042C	Uncharacterized protein YIR042C	236
P40587	YIW3_YEAST	YIR043C YI8224.05C	Putative uncharacterized protein YIR043C	230
P40588	YIW4_YEAST	YIR044C	Putative uncharacterized protein YIR044C	61
P40891	YJW0_YEAST	YJL220W HRC150 J0220	Putative uncharacterized protein YJL220W	150
P40895	YJV5_YEAST	YJL215C HRE119 J0231	Putative uncharacterized protein YJL215C	119
P40896	YJV3_YEAST	YJL213W HRC331 J0234	Uncharacterized protein YJL213W	331
P40898	YJV1_YEAST	YJL211C HRD147 J0238	Putative uncharacterized protein YJL211C	147
P43539	YFG5_YEAST	YFL065C	Uncharacterized protein YFL065C	102
P43540	YFG4_YEAST	YFL064C	Uncharacterized protein YFL064C	174
P43541	YFG3_YEAST	YFL063W	Putative UPF0320 protein YFL063W	151
P43566	YFD2_YEAST	YFL032W	Putative uncharacterized protein YFL032W	106
P43576	YFB9_YEAST	YFL019C	Uncharacterized protein YFL019C	117
P43578	YFB5_YEAST	YFL015C	Uncharacterized protein YFL015C	164
P43580	YFB2_YEAST	YFL012W	Uncharacterized protein YFL012W	148
P43599	YFI8_YEAST	YFR018C	Uncharacterized protein YFR018C	363
P43608	YFK5_YEAST	YFR035C	Uncharacterized protein YFR035C	114
P43622	YFM4_YEAST	YFR054C	Uncharacterized protein YFR054C	192
P43625	YFM7_YEAST	YFR057W	Uncharacterized protein YFR057W	151
P46945	YGS6_YEAST	YGL176C G1636	Uncharacterized protein YGL176C	554
P46986	YJS2_YEAST	YJL182C J0430	Putative uncharacterized protein YJL182C	105
P46987	YJS1_YEAST	YJL181W J0435	UPF0508 protein YJL181W	611
P46994	YJQ9_YEAST	YJL169W J0517	Putative uncharacterized protein YJL169W	122
P47003	YJP2_YEAST	YJL152W J0628	Putative uncharacterized protein YJL152W	119
P47004	YJP0_YEAST	YJL150W J0632	Putative uncharacterized protein YJL150W	100
P47012	YJN5_YEAST	YJL135W J0666	Putative uncharacterized protein YJL135W	105
P47021	YJL9_YEAST	YJL119C J0738	Putative uncharacterized protein YJL119C	107
P47022	YJL8_YEAST	YJL118W J0742	Uncharacterized protein YJL118W	219
P47028	YJI6_YEAST	YJL086C J0930	Putative uncharacterized protein YJL086C	122
P47038	YJG4_YEAST	YJL064W HRC131 J1120	Putative uncharacterized protein YJL064W	131
P47053	YJE3_YEAST	YJL043W J1204	Uncharacterized protein YJL043W	257
P47059	YJD2_YEAST	YJL032W J1252	Putative uncharacterized protein YJL032W	104
P47062	YJC8_YEAST	YJL028W J1267	Uncharacterized protein YJL028W	111
P47063	YJC7_YEAST	YJL027C J1269	Uncharacterized protein YJL027C	138
P47066	YJC2_YEAST	YJL022W J1284	Putative uncharacterized protein YJL009W	102
P47073	YJB5_YEAST	YJL015C J1331	Putative uncharacterized protein YJL015C	94
P47078	YJA9_YEAST	YJL009W J1369	Uncharacterized protein YJL009W	108
P47080	YJA7_YEAST	YJL007C J1379	Uncharacterized protein YJL007C	104
P47086	YJY1_YEAST	YJR011C J1438 YJR83.26	Uncharacterized protein YJR011C	261
P47091	YJY8_YEAST	YJR018W J1454 YJR83.14	Putative uncharacterized protein YJR018W	120
P47092	YJZ0_YEAST	YJR020W J1458 YJR83.15	Putative uncharacterized protein YJR020W	110
P47094	YJZ3_YEAST	YJR023C J1470 YJR83.19	Putative uncharacterized protein YJR023C	133
P47105	YJ07_YEAST	YJR037W J1610	Putative uncharacterized protein YJR037W	127
P47106	YJ08_YEAST	YJR038C J1612	Putative uncharacterized protein YJR038C	120
P47107	YJ09_YEAST	YJR039W J1614	Uncharacterized protein YJR039W	1121
P47121	YJ41_YEAST	YJR071W J1818	Putative uncharacterized protein YJR071W	122
P47126	YJ49_YEAST	YJR079W J1843	Uncharacterized protein YJR079W	109
P47132	YJ57_YEAST	YJR087W J1870	Putative uncharacterized protein YJR087W	116
P47151	YJ84_YEAST	YJR114W J2024	Putative uncharacterized protein YJR114W	130
P47152	YJ85_YEAST	YJR115W J2027	Uncharacterized protein YJR115W	169
P47162	YJ98_YEAST	YJR128W J2059	Uncharacterized protein YJR128W	119
P47184	YJ9V_YEAST	YJR157W J2255	Putative uncharacterized protein YJR157W	120
P47188	YJ9Z_YEAST	YJR162C J2420	Putative UPF0320 protein YJR162C	116
P48238	YG3O_YEAST	YGR153W G6661	Uncharacterized protein YGR153W	217
P48568	YD186_YEAST	YDL186W D1281	Uncharacterized protein YDL186W	277
P50083	YG4T_YEAST	YGR226C G8544	Putative uncharacterized protein YGR226C	69
P53054	YGZG_YEAST	YGL262W NRB175	Putative uncharacterized protein YGL262W	175
P53056	YGZE_YEAST	YGL260W NRB76	Putative UPF0377 protein YGL260W	76
P53069	YGY9_YEAST	YGL239C HRE104	Putative uncharacterized protein YGL239C	104
P53071	YGY5_YEAST	YGL235W	Uncharacterized protein YGL235W	178
P53084	YGW8_YEAST	YGL218W	Putative uncharacterized protein YGL218W	216
P53085	YGW7_YEAST	YGL217C	Putative uncharacterized protein YGL217C	113
P53092	YGU9_YEAST	YGL199C G1301	Putative uncharacterized protein YGL199C	156
P53097	YGU3_YEAST	YGL193C G1334	Uncharacterized protein YGL193C	103
P53098	YGT8_YEAST	YGL188C	Putative uncharacterized protein YGL188C	57
P53103	YGT2_YEAST	YGL182C G1607	Putative uncharacterized protein YGL182C	107
P53105	YGS7_YEAST	YGL177W BIB115	Putative uncharacterized protein YGL177W	115
P53106	YGR5_YEAST	YGL165C G1814	Putative uncharacterized protein YGL165C	192
P53113	YGP2_YEAST	YGL152C G1873	Putative uncharacterized protein YGL152C	225
P53116	YGO9_YEAST	YGL149W G1895	Uncharacterized protein YGL149W	101
P53122	YGN8_YEAST	YGL138C G2816	Uncharacterized protein YGL138C	345
P53126	YGN2_YEAST	YGL132W G2847	Putative uncharacterized protein YGL132W	111
P53132	YGL8_YEAST	YGL118C	Uncharacterized protein YGL118C	145
P53133	YGL7_YEAST	YGL117W	Uncharacterized protein YGL117W	265
P53138	YGK9_YEAST	YGL109W G3065	Putative uncharacterized protein YGL109W	107
P53143	YGK2_YEAST	YGL102C	Putative uncharacterized protein YGL102C	142
P53151	YGI8_YEAST	YGL088W	Uncharacterized protein YGL088W	121
P53160	YGH4_YEAST	YGL074C	Putative uncharacterized protein YGL074C	108
P53161	YGH2_YEAST	YGL072C	Putative uncharacterized protein YGL072C	119
P53162	YGG9_YEAST	YGL069C	Putative uncharacterized protein YGL069C	154
P53175	YGF2_YEAST	YGL052W	Putative uncharacterized protein YGL052W	101
P53181	YGE2_YEAST	YGL042C	Putative uncharacterized protein YGL042C	101
P53182	YGE1_YEAST	YGL041C	Putative uncharacterized protein YGL041C	67
P53186	YGD4_YEAST	YGL034C	Uncharacterized protein YGL034C	121
P53190	YGC4_YEAST	YGL024W	Putative uncharacterized protein YGL024W	111
P53205	YG16_YEAST	YGR011W	Putative uncharacterized protein YGR011W	108
P53211	YG1C_YEAST	YGR018C	Uncharacterized protein YGR018C	109
P53213	YG1E_YEAST	YGR022C	Putative uncharacterized protein YGR022C	109
P53216	YG1H_YEAST	YGR025W	Uncharacterized protein YGR025W	100
P53222	YG1O_YEAST	YGR035C	Uncharacterized protein YGR035C	116
P53225	YG1R_YEAST	YGR039W	Uncharacterized protein YGR039W	103
P53229	YG1V_YEAST	YGR045C	Uncharacterized protein YGR045C	120
P53231	YG1X_YEAST	YGR050C	Uncharacterized protein YGR050C	118
P53232	YG1Y_YEAST	YGR051C	Putative uncharacterized protein YGR051C	107
P53234	YG21_YEAST	YGR053C	Uncharacterized protein YGR053C	283
P53240	YG27_YEAST	YGR064W	Putative uncharacterized protein YGR064W	122
P53245	YG2C_YEAST	YGR069W	Putative uncharacterized protein YGR069W	111
P53247	YG2E_YEAST	YGR073C	Putative uncharacterized protein YGR073C	123
P53263	YG2U_YEAST	YGR107W	Putative uncharacterized protein YGR107W	149
P53268	YG2Z_YEAST	YGR114C G6163	Putative uncharacterized protein YGR114C	129
P53269	YG31_YEAST	YGR115C G6166	Putative uncharacterized protein YGR115C	259
P53270	YG32_YEAST	YGR117C G6172	Uncharacterized protein YGR117C	476
P53282	YG3E_YEAST	YGR137W	Putative uncharacterized protein YGR137W	124
P53284	YG3G_YEAST	YGR139W	Putative uncharacterized protein YGR139W	112
P53291	YG3U_YEAST	YGR164W	Uncharacterized protein YGR164W	111
P53300	YG45_YEAST	YGR182C G7160	Putative uncharacterized protein YGR182C	117
P53302	YG47_YEAST	YGR190C	Putative uncharacterized protein YGR190C	121
P53307	YG4O_YEAST	YGR219W	Uncharacterized protein YGR219W	113
P53308	YG4U_YEAST	YGR228W	Putative uncharacterized protein YGR228W	114
P53310	YG55_YEAST	YGR242W	Putative uncharacterized protein YGR242W	102
P53321	YG5G_YEAST	YGR259C	Putative uncharacterized protein YGR259C	146
P53325	YG5K_YEAST	YGR265W	Putative uncharacterized protein YGR265W	136
P53329	YG5Q_YEAST	YGR273C G9371	Uncharacterized protein YGR273C	174
P53340	YG62_YEAST	YGR291C	Putative uncharacterized protein YGR291C	73
P53342	YG64_YEAST	YGR293C	Putative uncharacterized protein YGR293C	153
P53717	YN82_YEAST	YNR005C N2036	Putative uncharacterized protein YNR005C	134
P53719	YN87_YEAST	YNR014W N2060	Uncharacterized protein YNR014W	212
P53726	YN8E_YEAST	YNR025C N3235	Putative uncharacterized protein YNR025C	119
P53737	YN8P_YEAST	YNR042W N3423	Putative uncharacterized protein YNR042W	142
P53754	YN97_YEAST	YNR068C N3551	Uncharacterized protein YNR068C	272
P53758	YN9D_YEAST	YNR077C N3830	UPF0320 protein YNR077C	84
P53820	YN78_YEAST	YNL338W N0170	Putative uncharacterized protein YNL338W	52
P53821	YN77_YEAST	YNL337W N0172	Putative UPF0320 protein YNL337W	84
P53825	YN64_YEAST	YNL324W N0332	Putative uncharacterized protein YNL324W	131
P53826	YN59_YEAST	YNL319W N0343	Putative uncharacterized protein YNL319W	146
P53827	YN43_YEAST	YNL303W N0415	Putative uncharacterized protein YNL303W	115
P53828	YN36_YEAST	YNL296W N0459	Putative uncharacterized protein YNL296W	104
P53831	YN25_YEAST	YNL285W N0552	Putative uncharacterized protein YNL285W	123
P53837	YN16_YEAST	YNL276C N0621	Putative uncharacterized protein YNL276C	131
P53842	YN06_YEAST	YNL266W N0800	Putative uncharacterized protein YNL266W	139
P53856	YNX5_YEAST	YNL235C N1139	Putative uncharacterized protein YNL235C	143
P53864	YNW6_YEAST	YNL226W N1259	Putative uncharacterized protein YNL226W	136
P53870	YNT3_YEAST	YNL193W N1400	Uncharacterized protein YNL193W	558
P53876	YNS4_YEAST	YNL184C N1627	Uncharacterized protein YNL184C	108
P53880	YNR9_YEAST	YNL179C N1648	Putative uncharacterized protein YNL179C	145
P53884	YNR4_YEAST	YNL174W N1669	Putative uncharacterized protein YNL174W	190
P53887	YNR1_YEAST	YNL171C N1684	Putative uncharacterized protein YNL171C	122
P53888	YNR0_YEAST	YNL170W N1688	Putative uncharacterized protein YNL170W	131
P53891	YNQ5_YEAST	YNL165W N1710	Uncharacterized protein YNL165W	406
P53902	YNP0_YEAST	YNL150W N1773	Putative uncharacterized protein YNL150W	135
P53906	YNO6_YEAST	YNL146W N1203 N1785	Uncharacterized protein YNL146W	100
P53910	YNO0_YEAST	YNL140C N1830	Uncharacterized protein YNL140C	189
P53922	YNM0_YEAST	YNL120C N1909	Putative uncharacterized protein YNL120C	161
P53926	YNL4_YEAST	YNL114C N1934	Putative uncharacterized protein YNL114C	123
P53936	YNI9_YEAST	YNL089C N2242	Putative uncharacterized protein YNL089C	158
P53948	YNF7_YEAST	YNL057W N2436 YNL2436P	Putative uncharacterized protein YNL057W	110
P53952	YNF0_YEAST	YNL050C N2485 YNL2485C	Uncharacterized protein YNL050C	270
P53957	YNE3_YEAST	YNL043C N2655	Putative uncharacterized protein YNL043C	106
P53963	YND4_YEAST	YNL034W N2740	Uncharacterized protein YNL034W	612
P53967	YNC8_YEAST	YNL028W N2758	Putative uncharacterized protein YNL028W	105
P53977	YNB7_YEAST	YNL017C N2834	Putative uncharacterized protein YNL017C	112
P53979	YNB3_YEAST	YNL013C N2854	Putative uncharacterized protein YNL013C	125
P53980	YNB1_YEAST	YNL011C N2862	Uncharacterized protein YNL011C	444
P54007	YL460_YEAST	YLR460C L9122.7	Uncharacterized protein YLR460C	376
P87012	YC01A_YEAST	YCL001W-A	Putative pelota-like protein YCL001W-A	153
P87191	YE119_YEAST	YER119C-A	Putative uncharacterized protein YER119C-A	123
P87261	YD537_YEAST	YDR537C	Putative uncharacterized protein YDR537C	201
P87263	YE066_YEAST	YER066C-A	Putative uncharacterized protein YER066C-A	166
P87264	YD467_YEAST	YDR467C	Putative uncharacterized protein YDR467C	108
P87266	YD413_YEAST	YDR413C	Putative uncharacterized protein YDR413C	191
P87268	YD426_YEAST	YDR426C	Putative uncharacterized protein YDR426C	125
P87269	YD433_YEAST	YDR433W	Putative uncharacterized protein YDR433W	146
P87270	YD442_YEAST	YDR442W	Putative uncharacterized protein YDR442W	130
P87271	YD455_YEAST	YDR455C	Putative uncharacterized protein YDR455C	102
P87272	YD509_YEAST	YDR509W	Putative uncharacterized protein YDR509W	115
P87273	YD521_YEAST	YDR521W	Putative uncharacterized protein YDR521W	111
P87274	YD526_YEAST	YDR526C	Putative uncharacterized protein YDR526C	156
P87280	YD290_YEAST	YDR290W	Putative uncharacterized protein YDR290W	109
P87281	YD269_YEAST	YDR269C	Putative uncharacterized protein YDR269C	107
P87282	YD271_YEAST	YDR271C	Putative uncharacterized protein YDR271C	123
P87283	YD274_YEAST	YDR274C D9954.4A	Uncharacterized protein YDR274C	123
P87285	YD355_YEAST	YDR355C	Putative uncharacterized protein YDR355C	100
P87287	YD366_YEAST	YDR366C	Uncharacterized protein YDR366C	132
P87288	YD327_YEAST	YDR327W	Putative uncharacterized protein YDR327W	108
P89495	YB109_YEAST	YBL109W	Putative uncharacterized protein YBL109W	111
P89888	YE075_YEAST	YEL075W-A YEL076W-C	Putative uncharacterized protein YEL075W-A	203
P90471	YB09A_YEAST	YBR109W-A	Putative uncharacterized protein YBR109W-A	74
P9WEJ2	YN155_YEAST	YNL155C-A	Uncharacterized protein YNL155C-A	74
P9WEJ3	YM106_YEAST	YMR106W-A	Uncharacterized protein YMR106W-A	87
P9WEJ4	YF035_YEAST	YFR035W-A	Uncharacterized protein YFR035W-A	96
P9WEJ5	YD204_YEAST	YDL204W-A	Uncharacterized protein YDL204W-A	50
P9WEN8	YH52B_YEAST	YHR052C-B	Uncharacterized protein YHR052C-B	57
P9WEN9	YH54B_YEAST	YHR054C-B	Uncharacterized protein YHR054C-B	57
Q00590	YD213_YEAST	YDL213W-A D1019	Putative uncharacterized protein YDL213W-A	100
Q02217	YE034_YEAST	YEL034C-A	Putative uncharacterized protein YEL034C-A	200
Q02590	YE091_YEAST	YER091C-A	Putative uncharacterized protein YER091C-A	73
Q02598	YI014_YEAST	YIL014C-A	Uncharacterized protein YIL014C-A	104
Q02659	YP025_YEAST	YPL025C LPB6	Putative uncharacterized protein YPL025C	185
Q02749	YP068_YEAST	YPL068C	Uncharacterized protein YPL068C	293
Q02826	YP080_YEAST	YPL080C LPF5	Uncharacterized protein YPL080C	108
Q02831	YP077_YEAST	YPL077C	Uncharacterized protein YPL077C	240
Q03051	YD543_YEAST	YDR543C D3703.6	Putative UPF0320 protein YDR543C	99
Q03057	YD544_YEAST	YDR544C	Putative uncharacterized protein YDR544C	142
Q03080	YP039_YEAST	YPL039W	Uncharacterized protein YPL039W	316
Q03083	YP034_YEAST	YPL034W	Uncharacterized protein YPL034W	165
Q03186	YFL12_YEAST	YFL012W-A	Putative uncharacterized protein YFL012W-A	124
Q03205	YD042_YEAST	YDR042C YD6888.04c	Uncharacterized protein YDR042C	200
Q03207	YMM2_YEAST	YML122C YM7056.04C	Uncharacterized protein YML122C	126
Q03208	YML9_YEAST	YML119W YM7056.07	Uncharacterized protein YML119W	357
Q03231	YM46_YEAST	YMR181C YM8010.11C	Uncharacterized protein YMR181C	154
Q03236	YM49_YEAST	YMR187C YM8010.17C	Uncharacterized protein YMR187C	431
Q03418	YD491_YEAST	YDR491C	Putative uncharacterized protein YDR491C	163
Q03480	YD209_YEAST	YDR209C YD8142A.06c	Uncharacterized protein YDR209C	137
Q03675	YMO7_YEAST	YMR007W YM8270.09	Uncharacterized protein YMR007W	126
Q03695	YM58_YEAST	YMR206W YM8325.07	Uncharacterized protein YMR206W	313
Q03703	YMD7_YEAST	YML037C	Uncharacterized protein YML037C	340
Q03759	YMK8_YEAST	YML108W YM8339.11	Uncharacterized protein YML108W	105
Q03787	YD249_YEAST	YDR249C	Uncharacterized protein YDR249C	373
Q03788	YD250_YEAST	YDR250C	Putative uncharacterized protein YDR250C	91
Q03831	YD095_YEAST	YDR095C	Putative uncharacterized protein YDR095C	136
Q03864	YD102_YEAST	YDR102C	Uncharacterized protein YDR102C	110
Q03879	YM09_YEAST	YMR122C YM8564.04C	Uncharacterized protein YMR122C	124
Q03884	YI100_YEAST	YIL100C-A	Putative uncharacterized protein YIL100C-A	112
Q03885	YI017_YEAST	YIR017W-A	Putative uncharacterized protein YIR017W-A	199
Q03886	YI20A_YEAST	YIR020W-A YIR020W-B	Putative uncharacterized protein YIR020W-A	80
Q03888	YI020_YEAST	YIR020C-B	Putative uncharacterized protein YIR020C-B	244
Q03904	YDR33_YEAST	YDR133C	Putative uncharacterized protein YDR133C	111
Q04019	YM80_YEAST	YMR245W YM9408.07	Putative uncharacterized protein YMR245W	206
Q04069	YD431_YEAST	YDR431W	Putative uncharacterized protein YDR431W	103
Q04203	YP012_YEAST	YPR012W YP9531.05	Putative uncharacterized protein YPR012W	84
Q04223	YM14_YEAST	YMR130W YM9553.06	Uncharacterized protein YMR130W	302
Q04276	YMX2_YEAST	YMR082C YM9582.07C	Uncharacterized protein YMR082C	118
Q04434	YD535_YEAST	YDR535C	Putative uncharacterized protein YDR535C	166
Q04436	YMZ3_YEAST	YMR103C YM9718.02C	Uncharacterized protein YMR103C	120
Q04501	YMJ0_YEAST	YML090W	Putative uncharacterized protein YML090W	128
Q04502	YMI9_YEAST	YML089C	Putative uncharacterized protein YML089C	122
Q04521	YMI4_YEAST	YML084W	Putative uncharacterized protein YML084W	102
Q04526	YMI3_YEAST	YML083C	Putative uncharacterized protein YML083C	418
Q04597	YDR14_YEAST	YDR114C	Uncharacterized protein YDR114C	100
Q04674	YMU7_YEAST	YMR057C YM9796.10C	Putative uncharacterized protein YMR057C	123
Q04814	YM86_YEAST	YMR252C YM9920.06C	Uncharacterized protein YMR252C	134
Q04838	YM88_YEAST	YMR254C YM9920.08C	Uncharacterized protein YMR254C	102
Q04893	YM96_YEAST	YMR317W YM9924.09	Uncharacterized protein YMR317W	1140
Q04897	YM98_YEAST	YMR320W YM9924.12	Uncharacterized protein YMR320W	101
Q04898	YM99_YEAST	YMR321C YM9924.13C	Putative uncharacterized protein YMR321C	105
Q04909	YM9B_YEAST	YMR324C YM9924.16C	Putative UPF0377 protein YMR324C	80
Q04923	YD220_YEAST	YDR220C	Putative uncharacterized protein YDR220C	97
Q05451	YH50_YEAST	YHR050W-A	Putative uncharacterized protein YHR050W-A	56
Q05503	YD340_YEAST	YDR340W	Putative uncharacterized protein YDR340W	100
Q05510	YD344_YEAST	YDR344C	Uncharacterized protein YDR344C	147
Q05530	YD286_YEAST	YDR286C	Glutaredoxin-like protein YDR286C	114
Q05612	YD278_YEAST	YDR278C	Uncharacterized protein YDR278C	105
Q05898	YL296_YEAST	YLR296W L8003.6	Uncharacterized protein YLR296W	108
Q06051	YL400_YEAST	YLR400W L8084.6	Putative uncharacterized protein YLR400W	157
Q06057	YL402_YEAST	YLR402W L8084.5	Putative uncharacterized protein YLR402W	63
Q06127	YL334_YEAST	YLR334C L8300.11	Putative uncharacterized protein YLR334C	126
Q06150	BOP2_YEAST	BOP2 YLR267W	Protein BOP2 (Bypass of PAM1 protein 2)	570
Q06267	YL184_YEAST	YLR184W L9470.7	Putative uncharacterized protein YLR184W	115
Q06594	YP195_YEAST	YPR195C P9677.14	Uncharacterized protein YPR195C	109
Q06695	YL416_YEAST	YLR416C L9931.9	Putative uncharacterized protein YLR416C	132
Q06813	YP078_YEAST	YPR078C	Uncharacterized protein YPR078C	372
Q06821	YP084_YEAST	YPR084W	Uncharacterized protein YPR084W	456
Q07355	YD050_YEAST	YDL050C	Putative uncharacterized protein YDL050C	123
Q07410	YD062_YEAST	YDL062W	Putative uncharacterized protein YDL062W	141
Q07435	YD068_YEAST	YDL068W	Putative uncharacterized protein YDL068W	109
Q07438	YD071_YEAST	YDL071C	Putative uncharacterized protein YDL071C	124
Q07509	YD094_YEAST	YDL094C	Putative uncharacterized protein YDL094C	169
Q07613	YD187_YEAST	YDL187C	Putative uncharacterized protein YDL187C	109
